,UUID,CREATE_TIME,UPDATE_TIME,SENDER,MESSAGE,SEND_TIME,GROUP_NAME,GROUP_ID,labels
3537,77ec05a5-7c9d-4e8a-a333-fa2184b5da3d,2023/2/1 18:29:50,,4922,[联系下姜珊老师],2022-05-26 16:05:29,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3521,b9203930-bf2c-462b-afad-ed3b80966db2,2023/2/1 18:29:46,,12274,[好的，谢谢],2022-05-26 16:05:41,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3522,3e4b850a-5d49-45ec-b6b3-ede9bca12efa,2023/2/1 18:29:46,,11060,[培训海报模板0526.png],2022-05-26 16:44:33,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3270,e43e6729-fa3b-45b4-960d-e6a2bd53640f,2023/2/1 18:29:59,,19330,中台参数配置,2022-05-26 16:44:52,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3540,9b5139a5-f781-459f-a3b0-bd2cd01542f2,2023/2/1 18:29:50,,19330,[很久不来的小智历险记又来啦，开启新的系列！],2022-05-26 16:45:19,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3543,dec08a13-4e75-4090-9c4a-c7768d8e87f1,2023/2/1 18:29:50,,11410,[？？？？],2022-05-26 17:06:49,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3527,d03dce4e-3ac5-4a05-a03f-a9f7e64862df,2023/2/1 18:29:47,,19282,[有大佬知道 free OTC怎么申请吗],2022-05-26 19:54:37,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3544,877c9a8e-649f-4557-8b07-aee6497f840b,2023/2/1 18:29:50,,19282,[额 说错了 有大佬知道 free OTP怎么申请吗],2022-05-26 20:02:40,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3528,c84b4875-b27d-4714-8144-239eb1c4eb26,2023/2/1 18:29:47,,18895,"[“额 说错了 有大佬知道 free OTP怎么申请吗”
------
, 私聊林思远]",2022-05-26 20:03:21,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3545,e0838e89-401e-45ba-8a70-f7c873b4f58a,2023/2/1 18:29:50,,19282,[好的],2022-05-26 20:03:34,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3279,7539d16e-9fc9-4439-8c1a-2789f3db03e7,2023/2/1 18:29:59,,19282,[谢谢老师],2022-05-26 20:03:40,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3546,aba0de9f-b2fe-4efc-9e5e-d41c78d14bb8,2023/2/1 18:29:51,,7298,[打搅各位老师，cs结构的系统必须要用ie11浏览器的请私聊我，谢谢！],2022-05-27 12:47:00,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3260,b6dd7147-3b29-416a-b747-82a8f0ef7050,2023/2/1 18:29:56,,7298,[包括外部系统，如交易所或银行的],2022-05-27 12:48:32,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3547,d9fcdc1e-f527-4b5b-a1d3-3638ce39ec3e,2023/2/1 18:29:51,,5781,[ 办公室那边上交所网站会员业务需要用IE，但目前是在云桌面中使用],2022-05-27 14:46:32,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3261,2bcb60a2-86b1-40e4-b57b-28e0bafbe313,2023/2/1 18:29:57,,5781,"[ 交易所会员网站好像其他运营中心也在用，只能用IE的情况，上、深、北几个交易所都有, ，而且是使用pc机。]",2022-05-27 15:00:13,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3548,45f5fcd6-6bd8-40f8-8f45-dba1c9edc761,2023/2/1 18:29:51,,5781,[ 合规和办公室有协会报送，要用IE，目前在云桌面中用],2022-05-27 15:23:38,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3549,79908d2f-716c-40c9-b5af-e7525849db7e,2023/2/1 18:29:51,,5781,[ 运营中心网银PC的IE已经被停用，但好像没影响业务。],2022-05-27 15:26:08,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3550,735a69d8-47d8-474a-80f3-e0acdbdf7320,2023/2/1 18:29:51,,5781,[ 合规反洗钱那边人行报送好像也是要求IE，有USBkey的PC机],2022-05-27 15:30:09,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3551,d9e4ac6c-dca7-495b-9eb1-685dc133c6fc,2023/2/1 18:29:51,,19270,[供应商合同付款的问题，可以咨询哪位老师？],2022-05-27 16:37:36,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3262,8857496e-e7d7-4a23-8f85-24c4a57275c5,2023/2/1 18:29:57,,13206,"[“供应商合同付款的问题，可以咨询哪位老师？”
------
, 签合同找朱海林，付款找丁佳]",2022-05-27 16:46:36,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3552,abf24c89-6e0f-412f-951e-1bbb07c0d193,2023/2/1 18:29:51,,19270,"[““供应商合同付款的问题，可以咨询哪位老师？”
------
@周韬 签合同找朱海林，付款找丁佳”
------
, 谢谢]",2022-05-27 16:46:53,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3529,37f70659-bcf7-4b91-bd2e-ddf9cca94384,2023/2/1 18:29:48,,17860,[wiki 好慢],2022-05-27 17:15:31,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3553,48fca163-88f1-4b96-9bdf-3d7de880756b,2023/2/1 18:29:51,,16898,"[“wiki 好慢”
------
, 同，尤其是保存的时候]",2022-05-27 17:15:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3263,56108523-00e8-4d21-ac93-d047ca5fe6e4,2023/2/1 18:29:57,,18690,[+1],2022-05-27 17:15:53,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3554,c2afc92b-9dd3-4f52-923e-76ea90af06ce,2023/2/1 18:29:51,,19058,[1105600963229620241.jpg],2022-05-27 17:18:37,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3555,5b9117b5-eed8-4594-bb12-b8742fcafd36,2023/2/1 18:29:51,,19058,[试了好几次都是这样，请问问哪位老师啊],2022-05-27 17:19:01,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3264,5f857885-b871-4832-84ac-e9a77d2b3e2e,2023/2/1 18:29:57,,15335,"[““wiki 好慢”
------
@金茜茜 同，尤其是保存的时候”
------
, 正在排查]",2022-05-27 17:19:36,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3530,f4ad5384-d982-494f-8d4b-5d3e021613ee,2023/2/1 18:29:48,,10511,"[“试了好几次都是这样，请问问哪位老师啊”
------
, 我来联系你]",2022-05-27 17:20:11,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3265,44b48732-4cd2-4bec-a151-61c6dea0136d,2023/2/1 18:29:57,,20111,[可能占用连接的资源没释放，直接关机重启或者网络线松了],2022-05-27 17:22:15,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3531,e0a378c2-2a15-4fad-9078-2090a0f393ba,2023/2/1 18:29:48,,16856,[请问咕咕表单是不是挂了？有老师知道吗],2022-05-27 18:07:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3556,1d5ddbf9-509f-48b1-8ff3-f0aed924296e,2023/2/1 18:29:51,,16856,[15453472771623905012.jpg],2022-05-27 18:08:10,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3532,7816d87a-5640-4883-90a7-01b3ed2377af,2023/2/1 18:29:48,,16893,"[请问下 合同管理系统中 需要修改原始合同的正文信息 应该如何操作？
（此处编辑按钮无法打开已上传的合同正文）]",2022-05-27 18:08:33,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3557,18292c72-4821-4bad-9109-87663e9aa367,2023/2/1 18:29:51,,16893,[企业微信截图_16536461235181.png],2022-05-27 18:08:45,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3533,1957af6a-2d89-4e9e-bc45-87aaf7aec8e5,2023/2/1 18:29:48,,15747,[在线编辑保存后，合同正文会同步更新],2022-05-27 18:09:52,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3246,2cceba16-d2cd-420b-9af1-3f09f44d838f,2023/2/1 18:29:51,,5781,[ 用IE试试],2022-05-27 18:38:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3247,a227fa3d-b4bb-48f2-b180-46ac7fed3637,2023/2/1 18:29:51,,16893,[IE还是不行哈 约了朱老师周一帮忙看下 谢谢～],2022-05-27 19:12:48,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3266,44214f40-116d-4715-847f-0a80ce5ee90b,2023/2/1 18:29:57,,6037,近期会机构部发布专项通报，要求各经营机构提升信息系统运维保障能力，严守信息安全底线。请大家认真学习，对照监管要求，梳理完善。,2022-05-27 20:24:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3608,0a37a546-2821-48fb-ac21-282b4eb58ca0,2023/2/1 18:30:01,,16147,[桌面云盒子故障  可以找哪个老师],2022-05-30 10:14:25,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3609,dd7d10f6-87ae-4604-b06b-15c8d09bcfd7,2023/2/1 18:30:01,,10511,"[“桌面云盒子故障  可以找哪个老师”
------
, 我联系你]",2022-05-30 10:14:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3249,9261abee-ceca-47ac-858b-9d4de0878018,2023/2/1 18:29:52,,10480,HT-CFA第三期IT专项训练营-《金融工程》报名入口已激活，席位有限，欲报从速！,2022-05-30 15:38:58,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3250,50a0f73e-935b-4876-a27e-da24c761c4d1,2023/2/1 18:29:52,,15743,[请问咱们部门的合规老师是哪位？],2022-05-30 16:15:31,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3610,2b1309d4-6b2b-4242-9901-663df9acdefa,2023/2/1 18:30:02,,4655,[有谁和安华金和这家厂商有过合作，私聊我下，多谢],2022-05-30 17:17:56,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3746,3d0ff7c2-b302-4dbb-b285-38c5105fdab2,2023/2/1 18:30:23,,11152,[综合事务部来检查了],2022-05-31 10:41:41,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3747,2227d621-97b7-46f5-9f35-b41ea8513dd3,2023/2/1 18:30:23,,19203,[请问一下 业务云桌面如何申请访问我们测试环境？  除了申请开通防火墙。],2022-05-31 11:57:46,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3748,44a9dab4-8572-4da8-996b-421bbc78d20e,2023/2/1 18:30:23,,18765,[私聊],2022-05-31 13:02:13,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3749,12d8ef57-b633-48ce-93f8-982193d0fe67,2023/2/1 18:30:24,,19487,[各位老师，请问公司使用JDK 11可以咨询哪位老师？],2022-05-31 15:19:59,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3744,88fb1f38-1e91-4667-9c21-b8b3667bf488,2023/2/1 18:30:22,,18773,[合作方同事桌面云登录不进去联系哪位老师？],2022-05-31 16:16:31,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3745,3c1f34ae-4727-4260-957b-96bf2b7e7aca,2023/2/1 18:30:22,,18773,[OVAT@6LC_M7~}BFNLWY)VNP.png],2022-05-31 16:16:32,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3758,3adc4d26-385d-453c-974b-d7b5e33b2482,2023/2/1 18:30:24,,18765,[开发商云桌面客服热线4001355995],2022-05-31 16:17:20,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3759,05062725-9570-4c44-a707-d7885c0736dc,2023/2/1 18:30:24,,10658,"为加强IT安全生产管理，落实安全生产责任制，明确安全生产基本要求，部门于21年11月制定了《IT安全生产管理规定》，作为安全生产基本制度。
",2022-05-31 16:56:00,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3764,1f05d3b4-e51e-4a2d-94ad-3bf2ed304d56,2023/2/1 18:30:24,,17445,[请问华泰企业云盘的问题联系哪位老师？],2022-05-31 17:22:58,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3757,05e863c5-02da-4a82-8fb2-8de5dab1191c,2023/2/1 18:30:24,,10511,[傅国平],2022-05-31 17:27:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3765,f6f05c1c-a517-488f-983b-d0e33a698c5b,2023/2/1 18:30:24,,17445,[谢谢],2022-05-31 17:35:35,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3696,b16b14a0-f0cb-4113-9094-23124364c523,2023/2/1 18:30:18,,5775,[接上交所技术通知，上交所金桥、外高桥机房自2022年6月1日起恢复设备出入、施工和临时人员进出申请，请知悉。],2022-06-01 08:24:12,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3683,d7df6115-8c7d-4989-a4a2-28e7f5cdc3f1,2023/2/1 18:30:15,,15750,[Citrix登陆云桌面，一直是loading状态，哪位老师可以帮忙解决？],2022-06-01 08:43:24,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3684,6675a030-43d4-41e6-8c66-e8139b02067c,2023/2/1 18:30:15,,10511,[可以拨打4008775995热线],2022-06-01 08:47:04,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3685,ee59a2d7-2b14-40a2-9a16-dac8f8243faa,2023/2/1 18:30:15,,15750,[谢谢李老师],2022-06-01 08:47:38,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3690,dd8d821c-1bf0-40c5-8a5b-8d883c271126,2023/2/1 18:30:16,,19932,[leap系统首次登陆，一直登陆不上去，显示“用户授权失败用户已不存在”，哪位老师可以帮忙处理下？],2022-06-01 10:47:08,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3691,fddcad99-b39f-4f16-9b3c-8b7eb371f7ed,2023/2/1 18:30:16,,18773,[私聊],2022-06-01 10:47:55,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3695,835d70a9-5376-489e-b145-394f166f6eec,2023/2/1 18:30:17,,15580,"[童年时光机，欢乐过六一

孩子的世界简单、纯粹、天真、快乐
在六一儿童节到来之际，让时光机载着我们，找回童年的朝气、活力、激情。

六一零食已就位（各楼层茶歇处），让我们一起重拾童年回忆吧。

另外还有丰富的六一节目单大放送：
17:00 3号楼10楼第九会议室，头马演讲俱乐部六一专题会议
19:00，HIT饭米粒直播间，美女主播、帅哥教练线上直播放福利哦，奖品多多，不容错过！？？？？]",2022-06-01 11:51:24,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3692,5f6f4244-3d99-408c-b06a-3621f671917f,2023/2/1 18:30:17,,18196,[企业微信截图_16540705129730.png],2022-06-01 16:02:14,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3698,b196feff-abcd-4020-9209-983ab2200bde,2023/2/1 18:30:18,,18196,[传xftp的时候报这个错有同仁了解是什么原因吗],2022-06-01 16:02:14,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3699,8b87aa51-f0d1-49cc-8106-de31cb954ccc,2023/2/1 18:30:18,,15564,[感觉qq一传文件 网好像就会断？？],2022-06-01 16:14:36,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3693,6ff09588-f2c6-4295-9011-a3e770577bb6,2023/2/1 18:30:17,,20095,"[铃客前两天莫名连不上, 微信qq都没问题]",2022-06-01 16:15:10,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3687,f120f74b-c0c5-4646-930f-6366a59fbf8b,2023/2/1 18:30:16,,15754,"[“ 铃客前两天莫名连不上, 微信qq都没问题 ”
------
,  私一下，铃客什么症状]",2022-06-01 16:16:41,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3700,bbf57414-06f3-43dd-8c49-08f775846072,2023/2/1 18:30:18,,20048,"[铃客-工作台-工会端午食品
登录时手机收不到验证码，可以找哪位老师咨询？ 这几天重试了挺多次都不行]",2022-06-01 17:54:17,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3701,7f04d02d-426b-4b00-ab91-57f6a613e5e5,2023/2/1 18:30:18,,19761,"[“铃客-工作台-工会端午食品
登录时手机收不到验证码，可以找哪位老师咨询？ 这几天重试了挺多次都不行”
------
]",2022-06-01 17:56:10,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3694,ad145ab0-eb23-475c-88fe-bb08e0b9a54d,2023/2/1 18:30:17,,19761,孔刚刚和陆旦,2022-06-01 17:56:10,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3688,7b40d0b2-6025-4fff-842a-cdafa7205c3b,2023/2/1 18:30:16,,20048,[好的 谢谢],2022-06-01 17:56:41,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3689,c7e98c0b-670b-4178-89f6-639c89c94fab,2023/2/1 18:30:16,,19761,[联系人：葛燕  13901582859],2022-06-01 17:56:47,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3709,b2bd4658-1630-4abb-ba63-eb5d4e4dfd61,2023/2/1 18:30:20,,11041,"[@所有人 【关于“端午”假期员工出行要求】
1、“端午”期间员工非必要不离开工作地所在城市（南京、深圳、上海、北京），确需离开的须提前掌握出发地、目的地疫情防控要求，不得前往中高风险地区所在城市；离开工作地所在城市节后返回工作岗位须提供48小时内核酸检测阴性证明。
2、出行员工须先经团队负责人同意后，通过咕咕表单登记假期出行计划，填报截至时间：6月2日下午13：30。
填报链接：https://link.htsc.com.cn/connect/oauth2/authorize?appid=wwd53282142c96185d&redirect_uri=https%3A%2F%2Flinkapp.htsc.com.cn%2Ftaie%2FkooForm%2FformForUser%3FformId%3DFORM_24151&response_type=code&scope=SCOPE&agentid=1000102&state=STATE#wechat_redirect]",2022-06-02 10:18:20,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3623,49f9d62c-3382-44a4-9f11-980250236aae,2023/2/1 18:30:10,,12190,[DCIM.jpg],2022-06-02 14:10:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3706,aa7c2f67-fbad-47ba-9253-b30702e2a3ec,2023/2/1 18:30:20,,12190,[是否有人遗失，可到4号楼4楼刘敏处认领],2022-06-02 14:11:57,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3710,5c0bf452-6f0f-42a2-8c42-5d57b94927c2,2023/2/1 18:30:20,,19147,[请问一下，xftp传输文件的时候出错应该怎么解决？（显示unkown error）],2022-06-02 15:54:02,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3711,43bf935b-73d5-4570-8202-cb18f050c8d8,2023/2/1 18:30:20,,19234,[咱们公司有接入证联网吗，哪位老师了解呀],2022-06-02 15:59:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3707,b6138b7d-eabf-40a4-97b2-2aababf357db,2023/2/1 18:30:20,,16348,[请问谁拿了9号会议室usb和Type-C的转换器？此为私有物，如有借用麻烦私聊我下],2022-06-02 16:00:23,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3712,97073b75-a2b7-4561-b0ff-b84ab3a539f7,2023/2/1 18:30:20,,16348,[3号楼10楼9会],2022-06-02 16:00:50,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3708,6ab63f45-3c47-42b9-95cf-7e6abaaf39f5,2023/2/1 18:30:20,,12383,[ 私聊],2022-06-02 16:02:06,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3649,5494f9eb-9799-45ed-acba-2c4e3fbf7e44,2023/2/1 18:30:12,,12190,[请大家下班前注意及时处理垃圾，不要将贵重物品留在座位上，整理好桌面。假期愉快。],2022-06-02 16:58:17,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3653,c0cb5ce5-d116-43b7-9e4f-473bbf949dc8,2023/2/1 18:30:12,,14210,[OA账号被锁了，怎么解],2022-06-02 17:43:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3704,13508dcb-c89f-4ede-9a4e-9bf20eade4f1,2023/2/1 18:30:19,,14210,[企业微信截图_16541630322196.png],2022-06-02 17:43:55,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3650,8c092bfa-f7de-4fa7-a9d8-392a77fa53e9,2023/2/1 18:30:12,,10076,[铃客工作台-效率工具，可以自己解锁的],2022-06-02 17:44:30,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3651,b7bfaa30-4192-4f83-95a6-8d6af753f48c,2023/2/1 18:30:12,,6048,[这个是5分钟后自动解锁],2022-06-02 17:44:44,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3652,b60109a8-1f8b-4bb8-bb00-c8933b3d5315,2023/2/1 18:30:12,,14210,[多谢],2022-06-02 17:46:23,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3654,53432eee-74c3-4567-822f-ac647f6e1d23,2023/2/1 18:30:12,,5781,[关键是找到为啥锁。如果刚改oa密码需要把所有设备的无线设备所有ssid为htsc的无线都忽略掉或者忘记掉],2022-06-02 17:59:41,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3705,d518b864-d3a8-4536-9277-cf1485d3ef1f,2023/2/1 18:30:19,,10297,[这会收发不了邮件了？],2022-06-03 07:55:35,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3702,40ad0d8c-82f3-4537-a335-9b0c42792ec7,2023/2/1 18:30:18,,6048,[私聊],2022-06-03 08:07:54,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3703,59f4bd26-afc7-4903-a770-96b00b7d39a4,2023/2/1 18:30:18,,10297,[已经解决，感谢],2022-06-03 08:16:48,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3611,925afe50-1ce9-425d-833e-b8d21eb97778,2023/2/1 18:30:10,,15749,[请问以往的咕咕表单结果无法显示，找哪位老师？],2022-06-06 09:34:44,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3612,6190af3b-eef2-4cd2-a93f-9951b36e1226,2023/2/1 18:30:10,,15413,"[“请问以往的咕咕表单结果无法显示，找哪位老师？”
------
, 私您]",2022-06-06 09:40:31,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3613,6982a4e1-5437-41e5-8392-620e61b5a7c6,2023/2/1 18:30:10,,15749,[好的],2022-06-06 09:43:54,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3655,9f124154-dbf9-4cbc-8f5d-960628d05ba6,2023/2/1 18:30:13,,20105,[请问   IT工作台工作日志无法保存  找哪位老师啊？],2022-06-06 09:55:28,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
3713,92de17f5-d4c5-4d6b-84f9-29d3de708b75,2023/2/1 18:30:21,,14357,"[“请问   IT工作台工作日志无法保存  找哪位老师啊？”
------
, 联系何晴]",2022-06-06 09:59:44,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3714,678d294b-57da-45d9-a32f-d9f6b41c87e3,2023/2/1 18:30:21,,20105,[好的，感谢],2022-06-06 10:00:21,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3614,177f5692-5bcb-469c-9ea4-f0760684daf0,2023/2/1 18:30:10,,10480,"[
, ？？, 关于6月体检引起的考勤问题如何处理？
公司不安排“体检”日考勤的统一处理！
均由员工自行处理：员工自助推送的考勤异常的数据中是因【体检】引起的，直接勾选了“体检”选项的会自动办结，不用上级审批。

附：
【考勤查看方式】手机铃客-工作台-员工自助-我的考勤，点入“异常考勤记录”，日历切换到考勤月， 有“红圈”代表异常，可点击“补异常登记”或者”补请假“或者”补因公外出“，员工自助支持选择多个红圈日期，统一提交流程。（无圈或者“绿圈”均表示考勤正常）。

【正常情况（除“体检”外）考勤流程处置方式】
1、【异常考勤和公出登记】流程审核原则：
普通员工：内部审核选择团队长和中心负责人审批，###不需要选择部门负责人###；
团队负责人：内部审核选择中心负责人，需要选择分管的部门负责人（选1位）；
中心负责人：内部审核不选，只需选择分管的部门负责人（选1位）。
2、【请假】需通过 员工自助-我的考勤-请假申请，不可以使用异常考勤/公出登记代替。请假审批原则：
普通员工 ：内部审核必须同时选择团队和中心负责人，需选择部门负责人。
团队负责人: 内部审核必须选择中心负责人, 需要选择部门负责人（选1位）。
中心负责人：内部审核不选，只需选择部门负责人（选1位）。]",2022-06-06 10:43:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
3615,7da85db9-5427-41f5-8fca-a821af7e5e17,2023/2/1 18:30:10,,15929,[陆老师，这段话里的直接勾选是异常原因里选择吗？员工自助推送的考勤异常的数据中是因【体检】引起的，直接勾选了“体检”选项的会自动办结。],2022-06-06 10:51:17,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
